doc_id,text_content,source_url
events-64,"The session promises to be informative and inspiring, providing you with strategies to enhance your executive presence and understand the complexities of blockchain in traditional financial compliance.",https://isc2chapter-toronto.ca/events/
events-65,"January 2024 Chapter Meeting
Start the new year on a high note with the ISC2 Toronto Chapter by joining us for an enlightening keynote on the Application Security: Strategies and Best Practices and our panel discussion featuring leading and respected experts from the federal, provincial, and municipal governments discussing Canada’s concerted efforts to fight cybercrime.",https://isc2chapter-toronto.ca/events/
events-66,Be sure to secure your spot – seats are filling up fast!,https://isc2chapter-toronto.ca/events/
events-67,"December 2023 CHAPTER EVENT
Year End-Party 2023
Join us for an exclusive Year-End Members Only Event!",https://isc2chapter-toronto.ca/events/
events-68,"Indulge in a culinary experience with exquisite food, paired with an evening of networking and celebration.",https://isc2chapter-toronto.ca/events/
events-69,Let’s toast to the successes of 2023 and build connections for a thriving year ahead.,https://isc2chapter-toronto.ca/events/
events-70,Save your seat for this members-only event.,https://isc2chapter-toronto.ca/events/
events-71,Look forward to an email in your inbox to sign up for this event taking place at EY Tower.,https://isc2chapter-toronto.ca/events/
events-72,"November 2023 CHAPTER EVENT
Annual General meeting 2023
ISC2 Toronto Chapter’s Annual General Meeting – an exclusive gathering for our esteemed members.",https://isc2chapter-toronto.ca/events/
events-73,"This members-only event is your chance to contribute to the future direction of our chapter, network with fellow professionals, and engage in discussions that shape the cybersecurity landscape.",https://isc2chapter-toronto.ca/events/
events-74,With this virtual event ISC2 Toronto Chapter celebrates 10 years.,https://isc2chapter-toronto.ca/events/
events-75,"September 2023 CHAPTER EVENT
Digital Transformation - Balancing Speed, Security & Innovation
As we stride into the digital transformation era, businesses and organizations are rapidly evolving to leverage the immense potential of new technologies.",https://isc2chapter-toronto.ca/events/
events-76,"However, with this rush towards transformation comes an underlying challenge: ensuring robust security without impeding innovation and speed.",https://isc2chapter-toronto.ca/events/
events-77,"At this CISO event, themed “Digital Transformation: Balancing Speed, Security, & Innovation,” our esteemed thought leaders will dive deep into this pivotal intersection, sharing their experiences, insights, and actionable strategies.",https://isc2chapter-toronto.ca/events/
events-78,"They’ll discuss how organizations can achieve agility, introduce groundbreaking innovations, and maintain a proactive security posture—all without compromise.",https://isc2chapter-toronto.ca/events/
events-79,"Become a member
Become a part of the ISC2 Toronto Chapter community!",https://isc2chapter-toronto.ca/events/
events-80,"Complete the form to gain access to exclusive events, networking opportunities, and cybersecurity knowledge.",https://isc2chapter-toronto.ca/events/
events-81,Join us in our mission to promote cyber safety and connect with fellow professionals.,https://isc2chapter-toronto.ca/events/
events-82,"Join Us
Home
Blogs
Media
Events
Partnerships and Sponsorships
Leadership
Membership
©2025 ISC2 Toronto Chapter |
Privacy Policy
|
Bylaws",https://isc2chapter-toronto.ca/events/
leadership-0,"Skip to content
Home
Blogs
Media
Events
Menu Toggle
Eventbrite Page
Partnerships and Sponsorships
Leadership
Membership
Main Menu
Home
Blogs
Media
Events
Menu Toggle
Eventbrite Page
Partnerships and Sponsorships
Leadership
Membership
LEADERSHIP
Raphael Adeyemo
President
Raphael Adeyemo (MBA, CISSP, CISM, CRISC, SSCP, ITIL4-f) is an IT business partner and an adjunct professor with expertise across various industries – banking, insurance, energy, technology, and academia.",https://isc2chapter-toronto.ca/leadership/
leadership-1,"He specializes in service delivery, cyber resilience, process optimization, risk management, IT and cyber strategy, and digital transformation.",https://isc2chapter-toronto.ca/leadership/
leadership-2,He is currently the President and Chair of the Board of Directors at ISC2 Toronto Chapter where he promotes cyber security in the GTA.,https://isc2chapter-toronto.ca/leadership/
leadership-3,"He is an MBA degree holder from SC Johnson College of Business of the Cornell University, Ithaca, NY and Smith School of Business of the Queen’s University, Kingston, Ontario.",https://isc2chapter-toronto.ca/leadership/
leadership-4,"Camille Kloppenburg
Vice President & Treasurer
Camille, drawing from over two decades of experience, serves as a trusted advisor for organizations striving to develop secure products from the outset, preserving their competitive advantage and promoting innovation.",https://isc2chapter-toronto.ca/leadership/
leadership-5,"Her diverse background spans aerospace engineering, software development, entrepreneurship, and leadership.",https://isc2chapter-toronto.ca/leadership/
leadership-6,"In her role as Vice President on the Board of Directors, she plays a pivotal role in advancing her field.",https://isc2chapter-toronto.ca/leadership/
leadership-7,"Joy Enaholo
Secretary
Joy Enaholo is an IT security professional with over 7 years of experience in network security, threat hunting, and incident response.",https://isc2chapter-toronto.ca/leadership/
leadership-8,"A certified CISSP and GCIH, she is dedicated to maintaining high security standards.",https://isc2chapter-toronto.ca/leadership/
leadership-9,"As a part-time lecturer, she teaches Windows and Network Administration.",https://isc2chapter-toronto.ca/leadership/
leadership-10,"Known for her attention to detail and proactive approach, Joy focuses on identifying and addressing overlooked security gaps to provide effective solutions.",https://isc2chapter-toronto.ca/leadership/
leadership-11,"Faiza Aziz
Director (Communications)
Faiza, an Information Security Risk Consultant at a prominent Canadian bank, practices servant leadership and prioritizes knowledge sharing.",https://isc2chapter-toronto.ca/leadership/
leadership-12,"As a diversity and inclusion advocate, she leads a volunteer team dedicated to fostering career development and connecting individuals with leaders throughout the organization.",https://isc2chapter-toronto.ca/leadership/
leadership-13,"In her capacity as Director of Communications, Faiza focuses on promoting the chapter, collaborating with partners, and orchestrating events to maximize its influence and outreach.",https://isc2chapter-toronto.ca/leadership/
leadership-14,"Syed Turab, CISSP
Director (Professional Development)
Syed is a cybersecurity professional with over 5 years of experience spanning threat detection (SIEM/SOAR, IDS/IPS, SOC operations), risk management (vulnerability management, DLP/UEBA), infrastructure security (cloud engineering, firewall/WAF/NAC), and specialized areas like digital forensics, IoT security, and cybersecurity education.",https://isc2chapter-toronto.ca/leadership/
leadership-15,"He started his journey back in 2015 at Sheridan College and began his career at CIBC, initially focusing on Data Loss Prevention (DLP), then transitioned into SIEM detection engineering.",https://isc2chapter-toronto.ca/leadership/
leadership-16,"From there, moved to IBM as a Security Specialist, where he worked across cybersecurity managed services and handled firewall engineering projects.",https://isc2chapter-toronto.ca/leadership/
leadership-17,"Currently with at RBC, working as a Vulnerability Management Scanning Engineer.",https://isc2chapter-toronto.ca/leadership/
leadership-18,"In parallel, he’s been teaching as a professor at Seneca Polytechnic in the CYT (Cybersecurity and Threat Management) program, delivering courses in IT Forensics, IoT Security, and Cloud Security, helping students bridge academic knowledge with hands-on, real-world security practices.",https://isc2chapter-toronto.ca/leadership/
leadership-19,"He is also pursuing his Master of Management in Artificial Intelligence (MMAI) at Queen’s University, Smith School of Business with the goal of combining AI and cybersecurity through a strategic, leadership-driven lens.",https://isc2chapter-toronto.ca/leadership/
leadership-20,"Deji Dayspring
Director (Membership & Audit)
Deji, a seasoned IT professional with over a decade of experience in IT service management and information security.",https://isc2chapter-toronto.ca/leadership/
leadership-21,"Currently specializing in Governance, Risk, and Compliance, with a primary focus on implementing and managing best practices in information security and privacy.",https://isc2chapter-toronto.ca/leadership/
leadership-22,"In leisure time, enjoys singing and watching movies, adding a creative balance to a dynamic career in IT.",https://isc2chapter-toronto.ca/leadership/
leadership-23,"Michael Kinsey
Director-at-Large
Michael has his own consultancy where he specializes in guiding SMB in their governance, compliance and risk strategies.",https://isc2chapter-toronto.ca/leadership/
leadership-24,"With over 20 years as an educator, he enjoys taking IT concepts, breaking them down and relating them to Canada’s business community.",https://isc2chapter-toronto.ca/leadership/
leadership-25,Michael is passionate about giving back to the IT community especially in working with our Canadian University and College partners.,https://isc2chapter-toronto.ca/leadership/
leadership-26,"In his free time, Michael loves canoeing, volleyball
and swimming.",https://isc2chapter-toronto.ca/leadership/
leadership-27,"Kanishka Bansal
Director, Event & Outreach
Kanishka
is a cybersecurity professional specializing in compliance and security consulting.",https://isc2chapter-toronto.ca/leadership/
leadership-28,"With a Bachelor’s in Information System Security, she empowers organizations to build robust compliance programs that prioritize real-world security.",https://isc2chapter-toronto.ca/leadership/
leadership-29,"Beyond her professional pursuits, she enjoys exploring mystery novels and experimenting with new recipes in the kitchen, bringing curiosity and creativity to all aspects of life.",https://isc2chapter-toronto.ca/leadership/
leadership-30,"Eddie Liao
Director-at-Large (Technology)
Eddie Liao (CISSP, CCSP, CISM) is a seasoned leader in IT and information security, with extensive experience spanning consulting, systems implementation, and team leadership.",https://isc2chapter-toronto.ca/leadership/
leadership-31,"Over the years, Eddie has led numerous hands-on projects across industries including education, legal, entertainment, and telecommunications, for organizations ranging from startups to large enterprises.",https://isc2chapter-toronto.ca/leadership/
leadership-32,He consistently focuses on streamlining IT operations while implementing tailored security best practices aligned with each organization’s unique profile.,https://isc2chapter-toronto.ca/leadership/
leadership-33,"Beyond his technical expertise, Eddie is a passionate advocate for volunteerism and personal growth.",https://isc2chapter-toronto.ca/leadership/
leadership-34,"As a volunteer, he provides mentorship both within the chapter and through various online communities, helping aspiring professionals reach their goals and thrive in their careers.",https://isc2chapter-toronto.ca/leadership/
leadership-35,"Home
Blogs
Media
Events
Partnerships and Sponsorships
Leadership
Membership
©2025 ISC2 Toronto Chapter |
Privacy Policy
|
Bylaws",https://isc2chapter-toronto.ca/leadership/
membership-0,"Skip to content
Home
Blogs
Media
Events
Menu Toggle
Eventbrite Page
Partnerships and Sponsorships
Leadership
Membership
Main Menu
Home
Blogs
Media
Events
Menu Toggle
Eventbrite Page
Partnerships and Sponsorships
Leadership
Membership
BECOME A MEMBER
We at ISC2 Toronto Chapter strive our level best to effectively fulfil our Chapter’s mandate of serving our members and community of professionals / students, and to advance the profession by offering various benefits and value-additions to our members throughout the year.",https://isc2chapter-toronto.ca/membership/
membership-1,"Some of these benefits and value-additions include:
Regular events and webinars coupled with the opportunity to earn CPEs and to network and socialize with like-minded professionals and to expand your professional network and advance your career
Continuously updating your Cybersecurity knowledge while having the opportunity to interact with industry experts and fellow professionals
Enhancing your leadership, presentation and management skills by volunteering for Chapter activities and participating in community projects and initiatives
Focussed mentoring sessions under our Mentoring Program
Bootcamps and classes for various ISC2 certifications
Annual Membership
Membership Fee: CAD 20.00
Processing Fee: CAD 2.00
Total: CAD 22.00
Student Membership
FREE
Please enable JavaScript in your browser to complete this form.",https://isc2chapter-toronto.ca/membership/
membership-2,"Please Policy on
Please read the Privacy Policy below, click on the checkbox and submit
*
By clicking on this, you have agreed to accept our
Privacy Policy
.",https://isc2chapter-toronto.ca/membership/
membership-3,"I agree
Home
Blogs
Media
Events
Partnerships and Sponsorships
Leadership
Membership
©2025 ISC2 Toronto Chapter |
Privacy Policy
|
Bylaws",https://isc2chapter-toronto.ca/membership/
isc2-membership-0,"Skip to content
Home
Blogs
Media
Events
Menu Toggle
Eventbrite Page
Partnerships and Sponsorships
Leadership
Membership
Main Menu
Home
Blogs
Media
Events
Menu Toggle
Eventbrite Page
Partnerships and Sponsorships
Leadership
Membership
ISC2 Membership
ISC2 CPE and How to earn it?",https://isc2chapter-toronto.ca/tag/isc2-membership/
isc2-membership-1,"Continuous Education
/
Newsletter ISC2 Toronto
Introduction In the fast-changing field of cybersecurity, ongoing education and awareness are key.",https://isc2chapter-toronto.ca/tag/isc2-membership/
isc2-membership-2,Staying updated helps professionals improve their skills and strategies to tackle new challenges.,https://isc2chapter-toronto.ca/tag/isc2-membership/
isc2-membership-3,Continuous learning supports personal growth and strengthens organizations against emerging threats.,https://isc2chapter-toronto.ca/tag/isc2-membership/
isc2-membership-4,The International Information System Security Certification Consortium (ISC2) is a leading organization for information security certifications.,https://isc2chapter-toronto.ca/tag/isc2-membership/
isc2-membership-5,"It requires […]
ISC2 CPE and How to earn it?",https://isc2chapter-toronto.ca/tag/isc2-membership/
isc2-membership-6,"Read More »
Home
Blogs
Media
Events
Partnerships and Sponsorships
Leadership
Membership
©2025 ISC2 Toronto Chapter |
Privacy Policy
|
Bylaws",https://isc2chapter-toronto.ca/tag/isc2-membership/
